file,num_gt_boxes,num_matched_boxes,mean_iou,mean_iogt,mean_center_distance,mean_lev_sim,mean_cer_sim,mean_word_sim,mean_chrf,mean_end2end_lev,mean_end2end_chrf,recall_iou_03,recall_iou_05,weighted_lev_sim,weighted_chrf,weighted_end2end_lev,weighted_end2end_chrf,page_concat_lev_sim,page_concat_chrf,gt_json_path,pred_json_path
pg_40.json,2,2,0.10319329477366397,0.2545928394428779,189.72249919560014,0.13,0.13,0.13,0.22786768654691233,0.01651092716378624,0.030648946635145037,0.0,0.0,0.1375,0.24515206850110072,0.0206386589547328,0.038311183293931295,0.16666666666666663,0.17803102384272382,outputs\en\json\pg_40.json,outputs\jap\translation_best\pg_40.json
pg_41.json,8,8,0.08114796864775395,0.21026225035592405,107.2646216458644,0.2041559750733138,0.2041559750733138,0.2041559750733138,0.10361087170706001,0.01841213224275317,0.009663876718279191,0.0,0.0,0.21257728300054168,0.12680107338493513,0.020673166712432432,0.012937978150062444,0.2227979274611399,0.18824063042949343,outputs\en\json\pg_41.json,outputs\jap\translation_best\pg_41.json
pg_42.json,11,11,0.04846734801145131,0.13109089477328303,135.30234614531838,0.22346430268878914,0.22346430268878914,0.22346430268878914,0.13569848472355006,0.00927590675311975,0.005834573427219158,0.0,0.0,0.25074104013586107,0.1737695910767739,0.012024732348380987,0.008441256658712697,0.30727762803234504,0.261123217407559,outputs\en\json\pg_42.json,outputs\jap\translation_best\pg_42.json
pg_43.json,12,12,0.17827816021221407,0.23652145218258477,102.30683425044036,0.28637618468367027,0.28637618468367027,0.28637618468367027,0.19156807750398216,0.05546668806968305,0.038287796227747285,0.25,0.0,0.2925390936474236,0.21321185304054963,0.06605397974021714,0.0457615773110401,0.2846153846153846,0.3355742019896454,outputs\en\json\pg_43.json,outputs\jap\translation_best\pg_43.json
pg_44.json,7,7,0.2307050383107677,0.3205324315606258,175.80645541041386,0.2232533715240482,0.2232533715240482,0.2232533715240482,0.13458509068083183,0.07482426758591024,0.04536647365544582,0.5714285714285714,0.14285714285714285,0.29596892995848395,0.1818310661851593,0.1147285313917315,0.07089492532747262,0.33532934131736525,0.27352910941108227,outputs\en\json\pg_44.json,outputs\jap\translation_best\pg_44.json
pg_45.json,10,10,0.10394019457534161,0.14791151161011176,99.3282638948923,0.35269939757537466,0.35269939757537466,0.35269939757537466,0.2701788836513902,0.03865787914286268,0.025134287896874108,0.1,0.0,0.3428295019713229,0.24715258497896275,0.042077113848025934,0.027465706895417913,0.3107692307692308,0.33444865764192366,outputs\en\json\pg_45.json,outputs\jap\translation_best\pg_45.json
pg_46.json,10,10,0.018955932846522004,0.026578062931408526,196.73406614717908,0.16817321650890116,0.16817321650890116,0.16817321650890116,0.11315109890066861,0.004372615160073633,0.0028243926426615236,0.0,0.0,0.22325380138037837,0.14829889347706018,0.009928962447517856,0.007028651632268816,0.3044871794871795,0.2558764663978009,outputs\en\json\pg_46.json,outputs\jap\translation_best\pg_46.json
pg_47.json,6,6,0.09933006179383864,0.12793051158643184,205.07477280174808,0.17481252398573913,0.17481252398573913,0.17481252398573913,0.11647314466772414,0.027545519273648345,0.013665878359735642,0.0,0.0,0.27636082517897237,0.13853526616308093,0.05548273728878529,0.02669794824445095,0.2784313725490196,0.20009501577537145,outputs\en\json\pg_47.json,outputs\jap\translation_best\pg_47.json
pg_48.json,1,1,0.14920368818105617,0.18144750254842,172.26215486867682,0.0,0.0,0.0,0.03875968992248062,0.0,0.0057830886891882234,0.0,0.0,0.0,0.03875968992248062,0.0,0.0057830886891882234,0.0,0.03875968992248062,outputs\en\json\pg_48.json,outputs\jap\translation_best\pg_48.json
pg_49.json,7,7,0.05110169887736693,0.07821969817495163,190.4856905909017,0.14439684964895047,0.14439684964895047,0.14439684964895047,0.13962235809347107,0.01065219438843311,0.01147652656768479,0.0,0.0,0.18892311666327746,0.16211866454034876,0.015892120633547564,0.016676095791396145,0.28350515463917525,0.2261935773329213,outputs\en\json\pg_49.json,outputs\jap\translation_best\pg_49.json
pg_5.json,8,8,0.03855746133733477,0.06619286082916935,126.46648413476208,0.18976361545962472,0.18976361545962472,0.18976361545962472,0.17619117163005876,0.009589065814633056,0.008601142359904106,0.0,0.0,0.206711213693803,0.16803053380519392,0.02198418462966171,0.01551279470680509,0.27053140096618356,0.23300539461031822,outputs\en\json\pg_5.json,outputs\jap\translation_best\pg_5.json
pg_50.json,9,9,0.1422566841126245,0.2924537097324909,296.67551949880084,0.1507400460276837,0.1507400460276837,0.1507400460276837,0.09060516302811614,0.010752086774375457,0.006437490955934915,0.1111111111111111,0.1111111111111111,0.2170551737649679,0.1327074780603722,0.019923922551506743,0.013627473923778442,0.24626865671641796,0.2277594629708643,outputs\en\json\pg_50.json,outputs\jap\translation_best\pg_50.json
pg_6.json,12,12,0.11794066000377952,0.32121447640397083,117.43014071504571,0.2169790138284542,0.2169790138284542,0.2169790138284542,0.14247008847160836,0.02804665738525784,0.01633543688926088,0.08333333333333333,0.08333333333333333,0.24589346399107806,0.1726600059032786,0.03141929353998935,0.019739149654826715,0.27852998065764023,0.26282562608216664,outputs\en\json\pg_6.json,outputs\jap\translation_best\pg_6.json
pg_7.json,16,16,0.06612148733363434,0.1423004411728274,175.01509426834014,0.1988605608090902,0.1988605608090902,0.1988605608090902,0.13909079486683557,0.014611000694661152,0.009038105987863468,0.0,0.0,0.23142344818260463,0.15040140469871344,0.022041181448416047,0.013725744085744639,0.25626204238921,0.27565829196628294,outputs\en\json\pg_7.json,outputs\jap\translation_best\pg_7.json
pg_8.json,16,16,0.16920948684265372,0.21815437196100618,85.79577348646276,0.23514210984464023,0.23514210984464023,0.23514210984464023,0.1398434367146421,0.04218194916014395,0.022921892228488547,0.25,0.0625,0.25838825429958,0.14735721988836653,0.05645274416508753,0.031058959875007022,0.25233644859813087,0.31402911027482017,outputs\en\json\pg_8.json,outputs\jap\translation_best\pg_8.json
pg_9.json,13,13,0.1304294483400691,0.18993182411353055,124.95621413162105,0.21147568679703543,0.21147568679703543,0.21147568679703543,0.1395939238796901,0.03575563806218041,0.022599104036169416,0.0,0.0,0.26952788146904555,0.1833134395321675,0.049502816232269195,0.034399408841721615,0.23628691983122363,0.2878700874398377,outputs\en\json\pg_9.json,outputs\jap\translation_best\pg_9.json
